,atclNo,atclNm,rletTpNm,tradTpNm,atclCfmYmd,flrInfo,prc,lat,lng,sameAddrCnt,direction,atclFetrDesc,spc2
18,2324228783,일반상가,상가,월세,23.06.07.,B1/3,10000,37.541205,127.067564,1,,건대입구 출구 메인 거리 초역세권 지하,150
19,2324226595,일반상가,상가,월세,23.06.07.,1/3,5000,37.540364,127.067871,3,,건대 역세권 유동 인구 로데오 거리 1층 점포,25.6
0,2324202226,단지내상가,상가,월세,23.06.07.,1/26,5000,37.537478,127.068852,1,동향,"즉시입주가능, 신축 무권리, 1층 상가",28.56
1,2324205056,단지내상가,상가,월세,23.06.07.,1/26,4000,37.537478,127.068852,1,동향,"신축 1층 무권리, 지하주차장, 현재공실",42.9
2,2324186916,일반상가,상가,월세,23.06.07.,B1/3,1500,37.555954,127.072088,1,북서향,"동일로 대로변 무권리 지층 상가 사무실 , 주차 가능",89
3,2324196713,일반상가,상가,월세,23.06.07.,1/5,1500,37.557696,127.089643,1,남서향,시장라인 1층 노출 좋은 상가,59.5
4,2324200464,단지내상가,상가,월세,23.06.07.,1/26,3000,37.537478,127.068852,1,동향,더블역세권 1층 상가 즉시입주가능,23.7
5,2324190319,일반상가,상가,월세,23.06.07.,1/4,3500,37.543837,127.072182,1,남향,중문라인대로변. 가맹점은 가맹거래사와 안전하게,29
6,2324194300,일반상가,상가,월세,23.06.07.,1/3,3000,37.555954,127.072088,1,북서향,"동일로 대로변 귀한 무권리 1층 상가 , 가성비 임대료, 주차 가능",82
7,2324157563,단지내상가,상가,월세,23.06.07.,1/29,5000,37.53771,127.08154,1,동향,"현 성업중 상가, 안정적으로 요식업 할분",66.81
8,2324169705,일반상가,상가,월세,23.06.07.,1/2,10000,37.542395,127.070941,1,서향,"먹자골목, 건대 야간먹자 통건물, 희망가격만 말씀 주세요",216
9,2324143839,단지내상가,상가,월세,23.06.07.,2/13,3000,37.545505,127.08879,2,북향,"즉시 입주 가능, 사무실 학원 추천, 권리금 없음",46.34
10,2324192503,일반상가,상가,월세,23.06.07.,2/3,2000,37.555954,127.072088,1,북서향,"동일로 대로변 무권리 2층 상가 사무실 , 채광 우수, 주차 가능",82
11,2324191067,일반상가,상가,월세,23.06.07.,1/4,4500,37.542493,127.065366,5,남향,와이드전면 가시성좋은 1층상가 성수건대 유동인구多,60.31
12,2324186081,일반상가,상가,월세,23.06.07.,2/6,3500,37.53421,127.084147,1,동향,삼정 실44P 대로변 노출좋은 2층공간.,145.45
13,2324174651,일반상가,상가,월세,23.06.07.,B1/6,2000,37.53415,127.081922,1,북동향,중간기둥 없는 귀한 매물／시스템 냉난방기／환기시설 완비／,115.57
14,2324187082,일반상가,상가,월세,23.06.07.,1/3,5000,37.547578,127.071863,1,북향,o가맹거래사 가맹점 안전양수도o 세종대 커피브랜드,66.1
15,2324157122,일반상가,상가,월세,23.06.07.,4/4,500,37.536415,127.062734,1,남동향,저렴한 소형사무실 4층 상가,60
16,2324180312,단지내상가,상가,월세,23.06.07.,B1/1,3000,37.544123,127.080794,1,남서향,700세대 아파트 정문앞 상가,62
17,2324176856,일반상가,상가,월세,23.06.07.,1/1,2000,37.537586,127.064161,1,남향,,26.4
18,2324200926,일반상가,상가,월세,23.06.07.,2/3,3000,37.54239,127.068965,1,서향,건대입구역세권 노출좋은 2층 접근성최고 유동인구多,81
19,2324201975,단지내상가,상가,월세,23.06.07.,1/20,5000,37.537478,127.068852,1,북동향,"유동인구 많은 양꼬치거리 초입, 입주협의가능, 주차장 완비",32.19
0,2323957752,일반상가,상가,월세,23.06.07.,6/7,5000,37.542187,127.070999,1,남동향,6층 상가 1인 뷰티샵 추천／건대 핫플 맛의 거리／깔끔한 준신축건물／,28.64
1,2324075341,일반상가,상가,월세,23.06.07.,3/3,3000,37.540725,127.063423,1,서향,동일로 대로변 전용 20 상가 3층 단독층,69.09
2,2324081750,일반상가,상가,월세,23.06.07.,1/4,10000,37.548126,127.072345,1,남향,"대형 1층 상가 면적 70p, 공실 무권리, 유동인구 터져나오는 대로변",231
3,2324000235,단지내상가,상가,월세,23.06.07.,1/10,12000,37.540002,127.083504,1,서향,"자양대로변 1층 무권리 음식점,모델하우스,전시장,노인케어시설 주차편리",311.45
4,2324105443,일반상가,상가,월세,23.06.07.,B1/7,5000,37.538331,127.0753,1,북향,실전용56 무권리 건대입구 대로변 상가,133
5,2324127970,일반상가,상가,월세,23.06.07.,1/2,10000,37.542756,127.069543,1,남서향,유동인구많고 위치좋은 1.5층 포차자리 테라스공간有,65.32
6,2324075550,일반상가,상가,월세,23.06.07.,1/5,20000,37.542868,127.064789,1,서향,성수사거리 대로변 무권리 1층 상가,214.88
7,2324097754,일반상가,상가,월세,23.06.07.,B1/2,4000,37.54097,127.070432,1,서향,메인상권 도보 1분거리 저렴한 매장,60
8,2324073048,일반상가,상가,월세,23.06.07.,1/3,1000,37.545807,127.069019,1,남동향,무권리 1층 상가 수도시설,18.87
9,2324113632,일반상가,상가,월세,23.06.07.,1/6,3000,37.56336,127.0867,3,남동향,l 실사진O l 무권리1층. 시스템냉난방. 대로변. 층고높음. 수도시설,40
10,2324099418,일반상가,상가,월세,23.06.07.,1/4,2000,37.53859,127.065974,1,북서향,"삼정 실15, 무권리 1층 상가 사무실",49.59
11,2324075271,일반상가,상가,월세,23.06.07.,2/3,3000,37.540725,127.063423,3,서향,동일로 대로변 전용 20 상가 2층 단독층,69.09
12,2324130866,일반상가,상가,월세,23.06.07.,1/5,2000,37.55824,127.083072,1,서향,군자역6분거리에 위치한 신축급 깨끗한 샾입니다.내부화장실 있습니다.,44.5
13,2324097690,일반상가,상가,월세,23.06.07.,1/6,10000,37.533986,127.061146,3,남동향,자양동 전면 넓은 무권리 1층 상가 자동차 샵 추천,126
14,2323971060,일반상가,상가,월세,23.06.07.,1/7,2000,37.564065,127.080074,3,동향,"신축2년된 깔끔한 건물, 다용도점포",29.93
15,2324108025,일반상가,상가,월세,23.06.07.,1/3,3000,37.539513,127.062712,1,남서향, 가성비.급매.쇼룸겸사무실.실22.영동대교대로변.느낌있는카페 ,98.6
